PART,CONDITION
MUST BE REPLACED,Not Detected
FILTER,DIRTY
RELIEF VALVE,POP
RELIEF VALVE,Not Detected
FILTERS,REPLACE
OVERLOAD HEATER,FAULTY
HEATERS,OVERLOAD
Not Detected,Not Detected
SPEAKER,DAMAGED
CIWS CHW,LEAKING
JUMPER MODULES,MISSING
GAYLORD SYSTEM,INOP
MOTOR,NOT SPINNING
RESET SWITCH,DEGRADED
SPEAKERS,Not Detected
SPEAKERS,Not Detected
SPEAKERS,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,INTERIOR OF FCU FLOODING
FILTERS,Not Detected
VENTILATION,HOLES
HANDWHEEL,MISSING
FORECASTING,PMS
VENT CLEANING,Not Detected
Not Detected,CLEANING
Not Detected,CLEANING
ACESS PLATE GASKET,MSSSING
RELIEF VALVE,Not Detected
FILTERS,DEGRADED
CHILLER SIGHT,DEGRADED
VENTILATION MAKING,Not Detected
SPEAKER,INOP
STEAM STRAINER,DEGRADED
STEAM STRAINER,DEGRADED
STEAM STRAINER,DEGRADED
STEAM STRAINER,DEGRADED
STEAM STRAINER,DEGRADED
FILTER,Not Detected
DAMPER,INOP
GAYLORD,INOP
AUX VENT DAMPER,FAULTY
FILTERS,Not Detected
MOTOR,BEARINGS
Not Detected,DOOR
DECK DRAIN OVERHE,CORROSION
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
FILTER,REPLACEMENT
Not Detected,DUCT
Not Detected,Not Detected
VLV,LEAKING
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
ACCESS PANEL,Not Detected
COOLING COIL,LEAKING
GAGE,LINE
GAUGE,DEGRADED
OLD OIL FILTER,REPLACE
Not Detected,Not Detected
'S STORE,Not Detected
DECK,REPAINT
FCU,Not Detected
BEARINGS,DAMAGED
BEARINGS,DAMAGED
VENT COVER,MISSING
FILTERS,DEGRADED
FILTER,DEGRADED
FAN BELT,BROKEN
FAN BELT,BROKEN
FCU FILTER,Not Detected
FILTERS,WRONG
VENTILATION DIFFUSER,BROKEN
Not Detected,EQUIPMENT
Not Detected,EQUIPMENT
Not Detected,EQUIPMENT
Not Detected,EQUIPMENT
Not Detected,EQUIPMENT
Not Detected,EQUIPMENT
Not Detected,EQUIPMENT
Not Detected,Not Detected
SHAFT,DEGRADED
NEED REPLACED,Not Detected
VENT,INOP
VENT,INOP
MATERIAL,Not Detected
RHTR ACCESS DOOR,Not Detected
SWGR UNIT COOLER FAN,REPLACE
FILTER,DIRTY
Not Detected,Not Detected
Not Detected,Not Detected
EXHAUST,DEGRADED
STOCK,Not Detected
STOCK,Not Detected
VENT DAMPER,DEGRADED
VENT MOT CONT,MMR
Not Detected,Not Detected
HANDLE,MISSING
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
WITHIN,CORRODED
FCU SWITCH,FAULTY
START SWITCH,FAULTY
SPEAKER,FAULTY
Not Detected,OUT OF CALIBRATION
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
FORECASTING,Not Detected
Not Detected,FAILED
Not Detected,FAILED
Not Detected,FAILED
Not Detected,FAILED
FCU FILTERS,DIRTY
COIL,RUPTURED
FCU FSTNRS,Not Detected
FCA,FAULTY
FILTERS,REPLACE
Not Detected,Not Detected
NEED NEW FILTERS,Not Detected
CONTACTOR,DAMAGED
SPEAKER,FAULTY
VALVE AND LAGGING,LEAKING
THERMOSTAT,BROKEN
Not Detected,PMS
FCU FILTERS,DIRTY
Not Detected,REPLACEMENT
TO OPEN,Not Detected
SCREW,MISSING
FILTERS,WORN
FILTERS,WORN
VENT SOCKS,MISSING
FCU,DEGRADED
FCU FILTERS,Not Detected
COOLING COIL,INOP
AIR FILTERS,Not Detected
VENT DIFFUSER,MISSING
Not Detected,Not Detected
MATERIALS,REQUIRED
FCU FILTER,Not Detected
Not Detected,PMS
Not Detected,Not Detected
Not Detected,INOPERABLE
COOLING COIL,CONDENSATION
Not Detected,Not Detected
MOTOR,WONT
Not Detected,LEAKING
Not Detected,Not Detected
Not Detected,LEAKING
PREHEATER,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
SENSING LINE,DEGRADED
SENSING LINE,DEGRADED
DRAIN,LEAKING
Not Detected,OVERHAUL
Not Detected,MISSING PARTS
Not Detected,Not Detected
THERMISTOR,Not Detected
THERMISTOR,Not Detected
PUMP,Not Detected
VALVE BROKE,Not Detected
SUPPLY VENT,INACCESSIBLE
SUPPLY VENT,INACCESSIBLE
Not Detected,Not Detected
FCU MOTOR,Not Detected
FILTERS,DIRTY
MOTOR,OVERLOAD
Not Detected,Not Detected
Not Detected,Not Detected
MAC NEEDS NEW STATOR,Not Detected
AIR FILTERS,WORN
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
PANEL BOLTS,MISSING
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
BELTS,BROKEN
SQUIRREL CAGE,FAULTY
FILTERS,CABIN
Not Detected,PMS
Not Detected,Not Detected
FILTERS,DIRTY
FAN COIL FILTER,RELACEMENT
Not Detected,Not Detected
FAN MOTOR,Not Detected
FILTERS,Not Detected
Not Detected,MOLD
FCU FILTERS,Not Detected
Not Detected,PRACTICE
Not Detected,Not Detected
Not Detected,Not Detected
END BELL HOUSING,Not Detected
AIR FILTERS,WORN
Not Detected,RUPTURED
FCU,MISSING
FILTER,DIRTY
SOLENOID VALVE,DEGRADED
MOTOR,NOT ENERGIZING
DUCTING,INACCESSIBLE
UNSATISFACTORY FILTERS,Not Detected
AUDIO,DEGRADED
AUDIO,DEGRADED
AIR FILTERS,FILTHY
Not Detected,CALL
FILTERS,MISSING
HEATERS,OVERLOAD
MOUNTING,REQUIRED
1MC SPKR,INOP
1MC,INOP
FCU FILTER,REPLACEMENT
KNOB,MISSING
FILTERS,REQUIRED
Not Detected,MISSING
RELIEF VLV,POP
Not Detected,Not Detected
VENT COVER,MISSING
VENT COVER,MISSING
FCU,REPLACMENT
COIL,MISSING
TO ACCESS FCU BLADES,Not Detected
DUCT HEATER COIL,Not Detected
LAGGING,DEGRADED
FILTERS,REPLACEMENT
HEATING ELEMENT,FAULTY
TEST,Not Detected
Not Detected,PMS
FAN BELT,TORN
FILTER,DEGRADED
FCU AIR FILTERS,Not Detected
FCU AIR FILTERS,Not Detected
FCU AIR FILTERS,Not Detected
Not Detected,CORR
VENT COVER,MISSING
VENT COVER,MISSING
BOLTS,MISSING
Not Detected,LEAKING
FCU FILTERS,REPLACE
FILTERS,DIRTY
MOTOR,Not Detected
Not Detected,FAILED
FAN MOTOR,CONTROLLER
46MC,INOP
METALLIC,DEBRIS
MTR CONTRLR,BURNT
FILTERS,MISSING
FILTERS,DAMAGED
UNSATISFACTORY FILTERS,Not Detected
UNSATISFACTORY FILTERS,Not Detected
END CABLE,Not Detected
V-BELT,NO COOLING
FILTER,DIRTY
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
COOLING COIL,Not Detected
SOILED FILTERS,Not Detected
FILTER,DIRTY
HP SWITCH FAILURE,Not Detected
FILTERS,REPLACE
O-RING,Not Detected
O-RING,Not Detected
O-RING,Not Detected
O-RING,Not Detected
O-RING,Not Detected
ACSW STRAINER,Not Detected
Not Detected,DAMAGED
FILTERS,REPLACEMENT
MECHANICAL SEAL,FAILED
INLET WENT,DEGRADED
FILTERS,Not Detected
VENTILATION,NOT WORKING
PIPING,LEAKING
AIR FILTERS,REPLACEMENT
VENT FILTER,DAMAGED
FILTERS,DEGRADED
STEAM VALVE,LEAKING
GRAVITY COIL,INOPERABLE
DUCT HEATER,INOP
EOS CW VALVE,Not Detected
CW-V-4-110-8,WETTED
Not Detected,INOP
DETERGENT PUMP,INOP
NEW FILTER,Not Detected
FAN MOTOR,MISSING
4MC,BROKEN
SPEAKER,DEPLETED
NEED OF,REPLACEMENT
Not Detected,Not Detected
DRAIN COV LEAKS,Not Detected
AIR FILTERS,CLOGGED
HEATER,DAMAGED
VALVE,DAMAGED
VALVE,DAMAGED
VALVE,DAMAGED
VALVE,DAMAGED
VALVE,DAMAGED
FILTER STATE,DETERIORATED
DEFECTIVE,Not Detected
FILTER CONDITION,DETERIORATED
Not Detected,CANCEL
Not Detected,Not Detected
NEED OF NEW FILTERS,Not Detected
NEED OF NEW FILTERS,Not Detected
STEAM,LEAK
RACK AMPLIFIER,FAULTY
Not Detected,Not Detected
FCU,LEAKING
Not Detected,Not Detected
VENT DIFFUSER,BROKEN
FCU,Not Detected
BAD HEATER COIL,Not Detected
COOLING COIL,Not Detected
GLOBE VALVE,BROKEN
FCU FILTERS,DIRTY
FCU FILTERS,DIRTY
TIME METER,NOT WORKING
SHUT,WHEN
VENT COVERS,MISSING
GASKET,DEGRADED
INDICATOR,BROKEN
COOLING COIL,NEEDS FILTER
FCA,REPLACE
DAMPERS,INOP
FAN COIL,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
HTR SENSING VALVE,DEGRADED
HANDLE,BROKEN
FILTERS,WORN
FILTER,DIRTY
FILTERS,DIRTY
VENTILATION,LEAKING
FCU FILTERS,DEGRADED
OF SOLENOID VALVE,REPLACEMENT
FCU FILTERS,DEGRADED
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
FAN BELT,BROKEN
AIR FILTERS,Not Detected
BUILD U,DIRT
NEED FILTERS,Not Detected
Not Detected,RELAY
COIL,RUPTURED
DIFFUSERS,Not Detected
PUSHBUTTON,BROKEN
PLATE BENT,Not Detected
CHW THERMISTOR,DEGRADED
Not Detected,POP
AIR FILTERS,REPLACEMENT
FCA FILERS,REPLACEMENT
VENTILATION,INOP
PAPER FEED,Not Detected
EXPANSION TNK,Not Detected
FCU,Not Detected
AIR FILTER,DIRTY
FCU,CORRODED
VALVE,LEAKING
FLOW METER,FAULTY
VALVE,Not Detected
VENT DIFFUSER,BROKEN
FILTERS,DIRTY
OIL FILTER,DETERIORATION
OIL FILTER,DETERIORATION
OIL FILTER,DETERIORATION
OIL FILTER,DETERIORATION
SUB-CLR DRAIN FLANGE,LEAK
EXPIRED,CALIBRATION
VENT INLET,BROKEN
FCU FILTER,REPLACEMENT
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
SOLENOID,INOP
Not Detected,BEARINGS
RELAY,INOPERABLE
MAC,INOP
DMCS,INOP
THERMOSTAT,INOP
EXH FAN,RUSTED
EXHAUST,RUSTED
POWER CONNECTOR,REPLACE
CONTACT ASSEMBLY,Not Detected
COOLING COIL,LEAKING
RADIAC,BATTERIES LOW
RADIAC,BATTERIES LOW
RADIAC,BATTERIES LOW
RADIAC,BATTERIES LOW
RADIAC,BATTERIES LOW
UNIT HEATER,Not Detected
CONDUIT,DAMAGED
PIER,BOTTLE
HANDWHEEL,MISSING
HANDWHEEL,MISSING
INADEQUATE WATER,FLOW
GATE VALVE,LEAKING
BEARING,Not Detected
BEARING,Not Detected
BEARING,Not Detected
BEARING,Not Detected
BEARING,Not Detected
BEARING,Not Detected
1MC LOUDSPEAKER,Not Detected
APD PAPER,Not Detected
FCU,INOP
FILTER,NEEDS REPLACEMENT
COOLING COIL,CORRODED
Not Detected,Not Detected
TO BE ADJUSTED,Not Detected
Not Detected,PMS
AIR FLTR,Not Detected
DIFFUSER,MISSING
REQUIRES FILTERS,Not Detected
ACCESS COVER,BROKEN
BROKE,Not Detected
AC HEATER,Not Detected
FILTERS,WORN OUT
DRILL COUNTER,Not Detected
FILTERS,DEGRADED
FILTERS,DEGRADED
FILTERS,DEGRADED
FILTERS,DEGRADED
FAN COIL,Not Detected
SPEAKER,SPACE
46MC SPEAKER,BROKEN
FILTERS,REQUIRED
FCU MOTOR,ON
ELEMENT,DIRTY
THERMAL ANOMOLY,Not Detected
FCU,DEGRADED
DETECTOR ASSEMBLY,REPLACE
CSE CIRCUIT CARD,FAULTY
FAN COIL UNIT,Not Detected
SPEAKER,FAILED
FILTERS,REPLACEMENT
FILTERS,REPLACEMENT
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
VLV,Not Detected
DIFFUSER,BROKEN
VALVE,SEIZED
VALVE,SEIZED
1MC DMCS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
1MC DMCS,Not Detected
DIFFUSER,REPLACEMENT
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
15AF FILTERS,Not Detected
TO START,Not Detected
FCU FILTERS,Not Detected
FCU,NEEDS FILTERS
Not Detected,Not Detected
Not Detected,REPLACMENT
FAN COIL UNIT,PMS
VENT COVER,Not Detected
SUPPLY FAN,LEAKING
GASKET,REPLACE
WRENCHES VENT OUTLET,MISSING
MODULE,NEEDS
FAN ASSEMBLY COLLAPSED,Not Detected
FAN ASSEMBLY COLLAPSED,Not Detected
FAN ASSEMBLY COLLAPSED,Not Detected
FAN ASSEMBLY COLLAPSED,Not Detected
BEARING,WORN
BEARING,WORN
BEARING,WORN
FILTER,NEEDED
FILTER,NEEDED
FILTER,NEEDED
FILTER,NEEDED
FILTER,NEEDED
FILTER,NEEDED
VLV,DEFECTIVE
TEST,Not Detected
LANTERN,INOP
AC PLANT,7 GREASE FITTING
GASKET VENTILATION,REPLACE
DEFECTIVE,RELAY
VENT COVER,DAMAGE
BOLTS,NEEDS REMOVING
Not Detected,FAULTY
CONTACTOR,LIGHTING
FAN BELTS,DEGRADED
TORN FAN BELT,Not Detected
DRAIN LINE,CLOGGED
VENT DAMPER,INOPERABLE
DRAIN LINE,CLOGGED
Not Detected,PMS
BROKE,Not Detected
FILTER,WORN
HOUSE,Not Detected
Not Detected,Not Detected
1/2MC SPEAKER,INOP
FILTERS,Not Detected
MOTOR,CONTROLER
FILTERS,Not Detected
INCANDESCENT,LIGHT OUT
DP STRAINER GAUGE,Not Detected
A/C,DEGRADED
ALARM MODULES,Not Detected
SHUTDOWN,Not Detected
A/C4,DEGRADED
Not Detected,Not Detected
FCU AIR FILTERS,WORN
Not Detected,EMERGENCY PACKING
Not Detected,INOPERABLE
Not Detected,INOPERABLE
Not Detected,INOPERABLE
COMMONLY USED,BEARINGS
COMMONLY USED,BEARINGS
VENTILATION MOTORS,Not Detected
VENTILATION MOTORS,Not Detected
VENTILATION MOTORS,Not Detected
VENTILATION MOTORS,Not Detected
VENTILATION MOTORS,Not Detected
BLOWN FUSES,Not Detected
BLOWN FUSES,Not Detected
BLOWN FUSES,Not Detected
BLOWN FUSES,Not Detected
BELTS,WORN
BELTS,WORN
BELTS,WORN
BELTS,WORN
HPW AND CPW,MISSING
ANGLE VALVE,LEAKS
Not Detected,DRYER
Not Detected,Not Detected
FSST,EMERGENCY PACKING
FSST,EMERGENCY PACKING
FSST,EMERGENCY PACKING
MAC,INOP
Not Detected,DEGRADED
FILTER,Not Detected
FILTER,Not Detected
FILTER,Not Detected
FILTER,Not Detected
FILTER,Not Detected
GAYLORD SYSTEM,Not Detected
VENTILATION LATCH,Not Detected
STUCK FAN BLADE,Not Detected
ABNORMAL NOISE AND VIBRATION,Not Detected
THERMISTOR HOLDER,MISSING
VALVES,LEAKING
Not Detected,MAINTENANCE
VENT COVER,BROKEN
1MC SPEAKER,BROKEN
3C UNIT COOLER,Not Detected
Not Detected,DEGRADED
CONTACTOR,Not Detected
VENT SUP,DAMAGED
GRAVITY COIL,LEAKING
FCA UNIT,INOP
THERMISTOR STUCK,Not Detected
VENT DIFFUSSERS,BROKEN
FILTERS,DIRTY
HOT GAS BYPASS VAVE,LEAKING
HOT GAS BYPASS VAVE,LEAKING
DUCT LABEL,REPLACE
MOTOR,BROKE OFF
WSHDWN,INOP
FILTERS,REPLACEMENT
FILTERS,DEGRADED
HAZMAT VENTILATION,Not Detected
FCU GASKET,LEAKING
VENTILATION SYSTEM,CRACK
FCU,CORRIDED
VENT,CORRODED
FILTER,Not Detected
Not Detected,MISSING OIL FILTER PLATE
Not Detected,MISSING OIL FILTER PLATE
Not Detected,MISSING OIL FILTER PLATE
Not Detected,MISSING OIL FILTER PLATE
Not Detected,MISSING OIL FILTER PLATE
FILTERS,REPLACE
Not Detected,BURNT
Not Detected,REPLACEMENT
Not Detected,WORN GASKET
VENT EXHAUST BRACKET,BROKEN
FCU MOTOR,DEGRADED
OVEN FAULTY,Not Detected
Not Detected,REPLACEMENT
Not Detected,REPLACEMENT
Not Detected,REPLACEMENT
Not Detected,REPLACEMENT
Not Detected,REPLACEMENT
AC REPLACE,Not Detected
DRIVE BELTS,WEAR
VENTILATION,INOPERABLE
TO CLOSE,Not Detected
FOUNDATION BOLTS,CORRODED
FOUNDATION BOLTS,CORRODED
FOUNDATION BOLTS,CORRODED
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
DEPLETED INVENTORY,Not Detected
VENT DAMPER,Not Detected
VENTILATION,INSPECT
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
DEPLETED INVENTORY,Not Detected
AIR FLTR,REPLACE
MAC BEARING,INOP
SIEZED BOLTS,Not Detected
MOTOR,NEEDS ELECTROPLATING
MOTOR,RIGGING
MOTOR,WETTED
V-BELT,BROKEN
MOTOR,INOP
MOTOR,INOP
MOTOR,INOP
MOTOR,INOP
MOTOR,INOP
AUDIO,DISTORTED
CONTROL PANEL,NOT RESPONDING
CONTROL PANEL,NOT RESPONDING
CONTROL PANEL,NOT RESPONDING
CONTROL PANEL,NOT RESPONDING
CONTROL PANEL,NOT RESPONDING
FCU,MISSING
Not Detected,FAULTY
FCU,LEAKING
UNIT BEARING,DAMAGED
UNIT BEARING,DAMAGED
VENT DIFFUSER,MISSING
Not Detected,HIGH TEMP
Not Detected,Not Detected
VALVE,COMPT
FILTERS,DIGRADED
MOTOR,REQUIRED
MOTOR,REQUIRED
MAC UNIT,INOPERABLE
MAC UNIT,INOPERABLE
MAC UNIT,INOPERABLE
FIRE DAMPENER,INOP
FILTERS,Not Detected
DIFFUSER,NOT ATTACHED
FLANGE,BLANK
TUBE,MISSING
Not Detected,WORN O-RING
FCU,LEAKING
CONN BOX FOR,FAULTY
CONN BOX FOR,FAULTY
CONN BOX FOR,FAULTY
Not Detected,QD HEATERS
FCA,DOES NOT START
EDP VENTILATION,INOP
Not Detected,Not Detected
FUSE.,REPLACE
Not Detected,RELAY
FILTER,DIRTY
LAGGING,DETERIORATED
CH WTR HANDWHEEL,MISSING
Not Detected,Not Detected
MOTOR,GROUNDED
MOTOR,GROUNDED
MOTOR,GROUNDED
MOTOR,INOP
TONE GENERATOR,NEEDED
COUPLING GRID,DAMAGED
ZINCS,NEEDED
ZINC RODS,NEEDS
CHW FLOWMETER,MALFUNCTIONING
CONT PANEL,Not Detected
DIFFUSER,BROKEN
DRAIN PAN,CORRODED
FCU,CORRODED
MOTOR,INOP
MOTOR VARIABLE ORIFICE,SEIZED
REPLACED,DEGRADED
REPLACED,DEGRADED
REPLACED,DEGRADED
REPLACED,DEGRADED
AC COMPONTENTS,DEGRADED
JUMPER MODULES,LACKING
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
CRACKED PIPE,Not Detected
FROM GASKET,LEAKING
CAP MODULE,Not Detected
SWITCH,REPLACEMENT
MATERIALS,NEEDED
MATERIALS,NEEDED
MATERIALS,NEEDED
MATERIALS,NEEDED
SENSOR,MISSING
SENSOR,MISSING
SENSOR,MISSING
COMPONENTS,DAMAGED
BEARINGS,DEGRADED
ALARM PANEL,BATTERIES
FCU FILTERS,Not Detected
FCU FILTER,REQUIRED
FCU FILTER,REQUIRED
Not Detected,REQUIRED
FCA FILTERS,REQUIRED
Not Detected,REQUIRED
FAN COIL,INOP
AC,INOP
MAC UNIT,Not Detected
PREHEATER,Not Detected
Not Detected,POP
RELIEF VALVE,POP
FCU,INOP
AIR FILTERS,DIRTY
VENT REPAIR,Not Detected
Not Detected,OUT OF CAL
FOUNDATION,RUSTED
SIGHT GLASS,RUSTED
SIGHT GLASS,RUSTED
SIGHT GLASS,RUSTED
FOUNDATION,RUSTED
COMPRESSOR,CORROSION
CUBE FILTER,REPLACEMENT
STEAM,LEAK
MODULE,BROKEN
OIL FILTER,DAMAGED
VENT MTR,INOP
Not Detected,LACK OF TOOLS
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
STRAINER ASSEMBLY,FAILED
SWITCH,BURNT
CONDENSER ANODES,DEGRADED
FAN MOTOR,INOP
FILTER,REPLACEMENT
FILTER,REPLACEMENT
FILTER,REPLACEMENT
FILTER,REPLACEMENT
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
BERTHING REHAB,Not Detected
GAGE,DEGRADED
Not Detected,LOW INVENTORY
Not Detected,LOW INVENTORY
Not Detected,LOW INVENTORY
PUMP,DEGRADED
Not Detected,BROKEN
MOTOR CONTROLLER,DEGRADED
MAC UNIT,Not Detected
MAC UNIT,Not Detected
MAC UNIT,Not Detected
BOLTS,MISSING
MIC CTRL STATION,INOP
FACEPLATE,BROKEN
THERMISTOR,FAULTY
THERMISTOR,FAULTY
THERMISTOR,FAULTY
THERMISTOR,FAULTY
THERMISTOR,FAULTY
THERMISTOR,FAULTY
THERMISTOR,FAULTY
VCP LIGHTS,INOP
VCP PANEL,INOP
VCP PANEL,INOP
VCP PANEL,INOP
VCP PANEL,INOP
VCP PANEL,INOP
VCP PANEL,INOP
TRANSDUCER,Not Detected
FAN COIL UNIT FILTERS,Not Detected
PAPERFEED O RING,Not Detected
AIR DIFFUSER,MISSING
FCU,MISSING POWER BUTTON
Not Detected,REPLACEMENT
FAN COIL FILTERS,Not Detected
VALVES,LEAKING
VALVES,LEAKING
FEED CONTROL CAP GROUNDED,Not Detected
FEED CONTROL CAP GROUNDED,Not Detected
FEED CONTROL CAP GROUNDED,Not Detected
STENCIL,INCORRECT
FAN COIL UNIT,Not Detected
Not Detected,Not Detected
MAC UNIT,BROKEN
MAC UNIT,BROKEN
MAC UNIT,BROKEN
MAC UNIT,BROKEN
MAC UNIT,BROKEN
MAC UNIT,BROKEN
MAC UNIT,BROKEN
MOTOR,INOP
MOTOR CONTROLLER,INOP
THERMOSTAT,OUT OF CALIBRATION
LUBE OIL PUMP MOTOR,DEGRADED
FCU FILTERS,REPLACEMENT
Not Detected,Not Detected
BEARINGS,DETERRIORATED
BEARINGS,DETERRIORATED
BEARINGS,DETERRIORATED
BEARINGS,DETERRIORATED
BEARINGS,DETERRIORATED
UNIT,LEAKING
FAN REMOVAL,Not Detected
GRAVITY COIL,BROKEN
Not Detected,Not Detected
VENTILATION COVER,Not Detected
FCU FILTER,DEGRADED
PREHEATER,LEAKING
COIL,HEATING
CONTACTOR,Not Detected
PREHEATER,WORN
VENT CONTROLLER,CORRODED
DECK LIGHTS,Not Detected
AIR FILTERS,Not Detected
FILTER,DEGRADED
FAN BEARING FAILURE,Not Detected
SPOOL PIECE,LEAK
MTR CONTROLLER,OVERLOAD
MTR CONTROLLER,OVERLOAD
COVER,MISSING
VENT GROUND,Not Detected
MTR,Not Detected
Not Detected,REPLACEMENT
1MC SPEAKER,BROKEN
MOTOR,Not Detected
VENT DIFFUSER,Not Detected
FCU,Not Detected
FCU,Not Detected
AIR,NOT BLOWING COLD
Not Detected,Not Detected
SPEAKER,INOP
AC SEAWATER,Not Detected
VENT DUCTING,CORRODED
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FCU FILTERS,DIRTY
FCU FILTERS,DEGRADED
FCU FILTERS,DEGRADED
ACCESS PANELS,Not Detected
AIR FILTER,Not Detected
AIR FILTERS,BE WORN
Not Detected,PMS
Not Detected,PMS
CHW PIPING,LEAKING
FCU FILTERS,REPLACEMENT
FILTERS,DEGRADED
CRACKED V BELTS,Not Detected
FILTERS,DIRTY
INDICATION,LIGHT
ZINC ANODES,PMS
DISPLAY,WORN
FAN,INOP
SUPPLY VENT TROUBLESHOOT,Not Detected
SUPPLY VENT TROUBLESHOOT,Not Detected
SUPPLY VENT TROUBLESHOOT,Not Detected
A/C COMPRESSOR MOTOR,Not Detected
STUFFING TUBE.,DAMAGED
MARLO V,LIGHT
AC CHILL WTR THERM,INOP
MOTOR,ASSY
TEMP REGULATING VLV,DEGRADED
TEMP REGULATING VLV,DEGRADED
TEMP REGULATING VLV,DEGRADED
TEMP REGULATING VLV,DEGRADED
FILTER,DIRTY
6MC LOUDSPEAKER,Not Detected
FILTERS,DEGRADED
Not Detected,OVERLOAD
Not Detected,OVERLOAD
RESILIENT MOUNTS,REPLACE
Not Detected,BROKEN
WILL NOT START,Not Detected
CONVECTION,LEAK
Not Detected,Not Detected
15AF FILTER,ORDER
11AF FILTERS,ORDER
16AF FILTERS,ORDER
12AF FILTERS,ORDER
Not Detected,TRANSFORMER OOC
ACCESS,INSUFFICIENT
Not Detected,PMS
DECON FILTER,Not Detected
DECON FILTER,Not Detected
DECON FILTER,Not Detected
DECON FILTER,Not Detected
FILTERS,DEGRADED
FCU MOTOR,BROKEN
Not Detected,LOW REFRIGERANT
Not Detected,LOW REFRIGERANT
Not Detected,LOW REFRIGERANT
SCREWS AND WASHERS,MISSING
CHW PIPES,Not Detected
TYPE,Not Detected
LABEL INCORRECT,Not Detected
AIR FILTERS,INCORRECT
FILTERS,DIRTY
FILTERS,DIRTY
